batch_id,app,msgid,current_arabic,approved_arabic,rationale
quality-sweep-001,erpnext,Serial No {0} not found,لم يتم العثور علي الرقم التسلسلي {0}\n<br>\nSerial No {0} not found,لم يتم العثور علي الرقم التسلسلي {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Source and target warehouse cannot be same for row {0},المصدر والمستودع المستهدف لا يمكن أن يكون نفس الصف {0}\n<br>\nSource and target warehouse cannot be same for row {0},المصدر والمستودع المستهدف لا يمكن أن يكون نفس الصف {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Source warehouse is mandatory for row {0},مستودع المصدر إلزامي للصف {0}\n<br>\nSource warehouse is mandatory for row {0},مستودع المصدر إلزامي للصف {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Start date should be less than end date for Item {0},يجب أن يكون تاريخ البدء أقل من تاريخ الانتهاء للعنصر {0}\n<br>\nStart date should be less than end date for Item {0},يجب أن يكون تاريخ البدء أقل من تاريخ الانتهاء للعنصر {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Stock cannot be updated against Purchase Receipt {0},لا يمكن تحديث المخزون مقابل إيصال الشراء {0}\n<br>\nStock cannot be updated against Purchase Receipt {0},لا يمكن تحديث المخزون مقابل إيصال الشراء {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Successfully Reconciled,تمت التسوية بنجاح\n<br>\nSuccessfully Reconciled,تمت التسوية بنجاح,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Supplier Invoice Date cannot be greater than Posting Date,تاريخ فاتورة المورد لا يمكن أن تكون أكبر من تاريخ الإنشاء<br> Supplier Invoice Date cannot be greater than Posting Date,تاريخ فاتورة المورد لا يمكن أن تكون أكبر من تاريخ الإنشاء,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Target warehouse is mandatory for row {0},المستودع المستهدف إلزامي للصف {0}\n<br>\nTarget warehouse is mandatory for row {0},المستودع المستهدف إلزامي للصف {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,"There can only be one Shipping Rule Condition with 0 or blank value for ""To Value""","يمكن ان يكون هناك شرط قاعده شحن واحد فقط مع 0 أو قيمه فارغه ل ""قيمه""\n<br>\nThere can only be one Shipping Rule Condition with 0 or blank value for ""To Value""","يمكن ان يكون هناك شرط قاعده شحن واحد فقط مع 0 أو قيمه فارغه ل ""قيمه""",حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,"Total {0} for all items is zero, may be you should change 'Distribute Charges Based On'","إجمالي {0} لجميع العناصر هو صفر، قد يكون عليك تغيير 'توزيع الرسوم على أساس'\n<br>\nTotal {0} for all items is zero, may be you should change 'Distribute Charges Based On'",إجمالي {0} لجميع العناصر هو صفر، قد يكون عليك تغيير 'توزيع الرسوم على أساس',حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Valuation Rate is mandatory if Opening Stock entered,معدل التقييم إلزامي إذا ادخلت قيمة مبدئية للمخزون\n<br>\nValuation Rate is mandatory if Opening Stock entered,معدل التقييم إلزامي إذا ادخلت قيمة مبدئية للمخزون,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Warehouse can not be deleted as stock ledger entry exists for this warehouse.,لا يمكن حذف مستودع كما دخول دفتر الأستاذ موجود لهذا المستودع.\n<br>\nWarehouse can not be deleted as stock ledger entry exists for this warehouse.,لا يمكن حذف مستودع كما دخول دفتر الأستاذ موجود لهذا المستودع.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Warehouse cannot be changed for Serial No.,المستودع لا يمكن ان يكون متغير لرقم تسلسلى.\n<br>\nWarehouse cannot be changed for Serial No.,المستودع لا يمكن ان يكون متغير لرقم تسلسلى.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Warehouses with existing transaction can not be converted to group.,لا يمكن تحويل المستودعات مع المعاملات الحالية إلى مجموعة.\n<br>\nWarehouses with existing transaction can not be converted to group.,لا يمكن تحويل المستودعات مع المعاملات الحالية إلى مجموعة.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Warning: Another {0} # {1} exists against stock entry {2},تحذير: {0} أخر # {1} موجود في مدخل المخزن {2}\n<br>\nWarning: Another {0} # {1} exists against stock entry {2},تحذير: {0} أخر # {1} موجود في مدخل المخزن {2},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Warning: Sales Order {0} already exists against Customer's Purchase Order {1},تحذير: أمر البيع {0} موجود مسبقاً لأمر الشراء الخاص بالعميل {1}\n<br>\nWarning: Sales Order {0} already exists against Customer's Purchase Order {1},تحذير: أمر البيع {0} موجود مسبقاً لأمر الشراء الخاص بالعميل {1},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Work-in-Progress Warehouse is required before Submit,مستودع أعمال جارية مطلوب قبل التسجيل\n<br>\nWork-in-Progress Warehouse is required before Submit,مستودع أعمال جارية مطلوب قبل التسجيل,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Wrong Password,كلمة مرور خاطئة\n<br>\nWrong Password,كلمة مرور خاطئة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Year start date or end date is overlapping with {0}. To avoid please set company,تاريخ البدء أو تاريخ الانتهاء العام يتداخل مع {0}. لتجنب ذلك الرجاء تعيين الشركة\n<br>\nYear start date or end date is overlapping with {0}. To avoid please set company,تاريخ البدء أو تاريخ الانتهاء العام يتداخل مع {0}. لتجنب ذلك الرجاء تعيين الشركة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,You are not authorized to add or update entries before {0},غير مصرح لك باضافه إدخالات أو تحديثها قبل {0}\n<br>\nYou are not authorized to add or update entries before {0},غير مصرح لك باضافه إدخالات أو تحديثها قبل {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,You can not enter current voucher in 'Against Journal Entry' column,لا يمكنك إدخال القسيمة الحالية في عمود 'قيد اليومية المقابل'.\n<br>\nYou can not enter current voucher in 'Against Journal Entry' column,لا يمكنك إدخال القسيمة الحالية في عمود 'قيد اليومية المقابل'.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,{0} is mandatory for Item {1},{0} إلزامي للصنف {1}\n<br>\n{0} is mandatory for Item {1},{0} إلزامي للصنف {1},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,{0} {1} does not exist,{0} {1} غير موجود\n<br>\n{0} {1} does not exist,{0} {1} غير موجود,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,{0} {1} is cancelled or stopped,{0} {1} يتم إلغاؤه أو إيقافه\n<br>\n{0} {1} is cancelled or stopped,{0} {1} يتم إلغاؤه أو إيقافه,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,{0} {1} must be submitted,{0} {1} يجب أن يتم اعتماده\n<br>\n{0} {1} must be submitted,{0} {1} يجب أن يتم اعتماده,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,{0} {1}: Account {2} is inactive,{0} {1}: الحساب {2} غير فعال \n<br>\n{0} {1}: Account {2} is inactive,{0} {1}: الحساب {2} غير فعال,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,{0} {1}: Supplier is required against Payable account {2},{0} {1}: المورد مطلوب لحساب الدفع {2}\n<br> \n{0} {1}: Supplier is required against Payable account {2},{0} {1}: المورد مطلوب لحساب الدفع {2},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,frappe,Column Name cannot be empty,اسم العمود لا يمكن أن يكون فارغا\n<br>\nColumn Name cannot be empty,اسم العمود لا يمكن أن يكون فارغا,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,frappe,Item cannot be added to its own descendants,البند لا يمكن أن تضاف الى أحفادها<br>Item cannot be added to its own descendants,البند لا يمكن أن تضاف الى أحفادها,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,frappe,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,الدمج مسموح فقط بين مجموعة ومجموعة أو فرع وفرع<br>Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,الدمج مسموح فقط بين مجموعة ومجموعة أو فرع وفرع,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,frappe,Outgoing email account not correct,البريد الالكتروني الصادر غير صحيح<br>Outgoing email account not correct,البريد الالكتروني الصادر غير صحيح,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,frappe,Queued for backup. It may take a few minutes to an hour.,قائمة الانتظار للنسخ الاحتياطي. قد يستغرق الأمر بضع دقائق إلى ساعة.\n<br>\nQueued for backup. It may take a few minutes to an hour.,قائمة الانتظار للنسخ الاحتياطي. قد يستغرق الأمر بضع دقائق إلى ساعة.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,frappe,The resource you are looking for is not available,المصدر الذي تبحث عنه غير متاح\n<br>\nThe resource you are looking for is not available,المصدر الذي تبحث عنه غير متاح,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,frappe,{0} is not a valid Email Address,{0} بريد الكتروني غير صالح<br>{0} is not a valid Email Address,{0} بريد الكتروني غير صالح,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Application period cannot be outside leave allocation period,فترة الاجازة لا يمكن أن تكون خارج فترة الاجازة المسموحة للموظف.\n<br>\nApplication period cannot be outside leave allocation period,فترة الاجازة لا يمكن أن تكون خارج فترة الاجازة المسموحة للموظف.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Attendance From Date and Attendance To Date is mandatory,الحقل الحضور من تاريخ والحضور إلى تاريخ إلزامية\n<br>\nAttendance From Date and Attendance To Date is mandatory,الحقل الحضور من تاريخ والحضور إلى تاريخ إلزامية,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Date is repeated,تاريخ متكرر\n<br>\nDate is repeated,تاريخ متكرر,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Employee {0} is not active or does not exist,الموظف {0} غير نشط أو غير موجود\n<br>\nEmployee {0} is not active or does not exist,الموظف {0} غير نشط أو غير موجود,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Fiscal Year {0} not found,السنة المالية {0} غير موجودة\n<br>\nFiscal Year {0} not found,السنة المالية {0} غير موجودة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Half Day Date should be between From Date and To Date,تاريخ نصف اليوم ينبغي أن يكون بين 'من تاريخ' و 'الى تاريخ'\n<br>\nHalf Day Date should be between From Date and To Date,تاريخ نصف اليوم ينبغي أن يكون بين 'من تاريخ' و 'الى تاريخ',حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Leave Type {0} cannot be allocated since it is leave without pay,"لا يمكن تخصيص نوع الاجازه {0}, لأنها إجازة بدون راتب\n<br>\nLeave Type {0} cannot be allocated since it is leave without pay","لا يمكن تخصيص نوع الاجازه {0}, لأنها إجازة بدون راتب",حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Net pay cannot be negative,صافي الأجر لا يمكن أن يكون بالسالب\n<br>\nNet pay cannot be negative,صافي الأجر لا يمكن أن يكون بالسالب,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,No active or default Salary Structure found for employee {0} for the given dates,لم يتم العثور على أي نشاط أو هيكل راتب إفتراضي للموظف {0} للتواريخ المدخلة\n<br>\nNo active or default Salary Structure found for employee {0} for the given dates,لم يتم العثور على أي نشاط أو هيكل راتب إفتراضي للموظف {0} للتواريخ المدخلة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Only Leave Applications with status 'Approved' and 'Rejected' can be submitted,يمكن إعتماد الطلبات التي حالتها 'معتمدة' و 'مرفوضة' فقط\n<br>\nOnly Leave Applications with status 'Approved' and 'Rejected' can be submitted,يمكن إعتماد الطلبات التي حالتها 'معتمدة' و 'مرفوضة' فقط,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.","تمت معالجة الراتب بالفعل للفترة بين {0} و {1} ، لا يمكن أن تكون فترة طلب اﻹجازة بين نطاق هذا التاريخ.\n<br>\nSalary already processed for period between {0} and {1}, Leave application period cannot be between this date range.",تمت معالجة الراتب بالفعل للفترة بين {0} و {1} ، لا يمكن أن تكون فترة طلب اﻹجازة بين نطاق هذا التاريخ.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Same Company is entered more than once,تم إدخال نفس الشركة أكثر من مره\n<br>\nSame Company is entered more than once,تم إدخال نفس الشركة أكثر من مره,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Score must be less than or equal to 5,يجب أن تكون النقاط أقل من أو تساوي 5\n<br>\nScore must be less than or equal to 5,يجب أن تكون النقاط أقل من أو تساوي 5,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,The day(s) on which you are applying for leave are holidays. You need not apply for leave.,فترة طلب اﻹجازة تقع في فترة عطلة رسمية، يجب إختيار فترة أخرى.\n<br>\nThe day(s) on which you are applying for leave are holidays. You need not apply for leave.,فترة طلب اﻹجازة تقع في فترة عطلة رسمية، يجب إختيار فترة أخرى.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,There are more holidays than working days this month.,أيام العطل لهذا الشهر أكثر من أيام العمل.\n<br>\nThere are more holidays than working days this month.,أيام العطل لهذا الشهر أكثر من أيام العمل.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,hrms,Warning: Leave application contains following block dates,تحذير: طلب اﻹجازة يحتوي على الايام التالية الّتي يمنع فيها اﻹجازة\n<br>\nWarning: Leave application contains following block dates,تحذير: طلب اﻹجازة يحتوي على الايام التالية الّتي يمنع فيها اﻹجازة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
